Reason1,Reason2,Reason3,Reason4,Month_value,Day_of_week,Transportation_Expense,Distance_to_Work,Age,Daily_Work_Load_Average,Body_Mass_Index,Education,Children,Pets,Probability,Prediction
0,0,0,1,2,10,260,50,36,251.818,23,0,4,0,0.605455,1
0,0,0,1,2,17,179,51,38,251.818,31,0,0,0,0.212136,0
0,0,0,1,2,13,179,51,38,251.818,31,0,0,0,0.216406,0
0,0,0,1,2,15,179,51,38,251.818,31,0,0,0,0.214263,0
1,0,0,0,2,16,179,51,38,251.818,31,0,0,0,0.658812,1
0,0,0,1,2,16,246,25,41,251.818,23,0,0,0,0.265038,0
0,0,0,1,2,17,179,51,38,251.818,31,0,0,0,0.212136,0
0,0,0,1,2,13,189,29,33,251.818,25,0,2,2,0.229696,0
0,0,0,1,2,13,179,51,38,251.818,31,0,0,0,0.216406,0
0,0,0,1,2,21,246,25,41,251.818,23,0,0,0,0.258909,0
0,0,0,1,2,21,291,31,40,251.818,25,0,1,1,0.395506,0
1,0,0,0,2,22,157,27,29,251.818,22,0,0,0,0.535929,1
0,0,0,1,2,22,179,51,38,251.818,31,0,0,0,0.206886,0
0,0,0,1,2,24,179,51,38,251.818,31,0,0,0,0.204813,0
1,0,0,0,2,24,246,25,41,251.818,23,0,0,0,0.709528,1
0,0,0,1,2,22,179,51,38,251.818,31,0,0,0,0.206886,0
0,0,0,1,2,24,179,51,38,251.818,31,0,0,0,0.204813,0
0,0,1,0,3,7,118,10,37,244.387,28,0,0,0,0.536516,1
0,0,1,0,3,8,246,25,41,244.387,23,0,0,0,0.7396,1
0,0,0,1,3,10,246,25,41,244.387,23,0,0,0,0.273277,0
0,0,0,1,3,10,260,50,36,244.387,23,0,4,0,0.606373,1
0,0,0,1,3,13,179,51,38,244.387,31,0,0,0,0.217059,0
0,0,0,1,3,13,235,11,37,244.387,29,1,1,1,0.397716,0
0,0,0,1,3,14,179,22,40,244.387,22,1,2,0,0.29243,0
0,0,0,1,3,14,378,49,36,244.387,21,0,2,4,0.465869,0
0,0,0,1,3,20,179,51,38,244.387,31,0,0,0,0.209611,0
0,0,0,1,3,22,361,52,28,244.387,27,0,1,4,0.441823,0
0,0,0,0,3,22,369,17,31,244.387,25,0,3,0,0.663422,1
0,0,1,0,3,23,235,11,37,244.387,29,1,1,1,0.822135,1
0,0,0,1,3,24,118,13,50,244.387,31,0,1,0,0.152671,0
1,0,0,0,3,28,118,13,50,244.387,31,0,1,0,0.555914,1
1,0,0,0,3,29,118,13,50,244.387,31,0,1,0,0.554348,1
0,0,0,0,3,30,235,11,37,244.387,29,1,1,1,0.216764,0
0,0,0,0,3,30,246,25,41,244.387,23,0,0,0,0.133922,0
0,0,0,0,3,30,118,13,50,244.387,31,0,1,0,0.0749034,0
0,0,0,1,3,31,179,51,38,244.387,31,0,0,0,0.198291,0
0,0,0,1,3,31,289,36,33,244.387,30,0,2,1,0.545111,1
0,0,1,0,3,27,260,50,36,244.387,23,0,4,0,0.91162,1
0,0,0,1,3,28,246,25,41,244.387,23,0,0,0,0.251208,0
0,0,0,1,4,5,179,51,38,239.409,31,0,0,0,0.226721,0
0,0,0,1,4,7,260,50,36,239.409,23,0,4,0,0.612151,1
0,0,0,1,4,7,330,16,28,239.409,25,1,0,0,0.605927,1
0,0,0,1,4,10,369,17,31,239.409,25,0,3,0,0.820799,1
0,0,0,1,4,10,248,25,47,239.409,32,0,2,1,0.455797,0
0,0,0,1,4,12,330,16,28,239.409,25,1,0,0,0.598333,1
0,0,0,1,4,12,179,51,38,239.409,31,0,0,0,0.219035,0
0,0,0,1,4,17,118,13,50,239.409,31,0,1,0,0.159203,0
1,0,0,0,4,19,118,13,50,239.409,31,0,1,0,0.571239,1
0,0,0,1,4,28,300,26,43,239.409,25,0,2,1,0.479499,0
0,0,0,1,4,28,260,50,36,239.409,23,0,4,0,0.580109,1
0,0,0,1,4,24,179,51,38,239.409,31,0,0,0,0.206299,0
1,0,0,0,4,26,118,10,37,239.409,28,0,0,0,0.496401,0
1,0,0,0,5,1,235,20,43,246.074,38,0,1,0,0.886934,1
0,0,0,1,5,3,248,25,47,246.074,32,0,2,1,0.469795,0
1,0,0,0,5,8,369,17,31,246.074,25,0,3,0,0.970975,1
0,0,0,1,5,10,179,26,30,246.074,19,1,0,0,0.183952,0
0,0,0,1,5,10,179,51,38,246.074,31,0,0,0,0.223273,0
0,0,0,1,5,11,361,52,28,246.074,27,0,1,4,0.463354,0
0,0,0,1,5,12,260,50,36,246.074,23,0,4,0,0.607446,1
1,0,0,0,5,15,179,22,40,246.074,22,1,2,0,0.748568,1
1,0,0,0,5,15,179,22,40,246.074,22,1,2,0,0.748568,1
0,0,1,0,5,17,228,14,58,246.074,22,0,2,1,0.714552,1
0,0,0,1,5,17,225,26,28,246.074,24,0,1,2,0.243884,0
1,0,0,0,5,19,330,16,28,246.074,25,1,0,0,0.911318,1
0,0,0,1,5,22,179,26,30,246.074,19,1,0,0,0.172804,0
0,0,0,1,5,22,118,10,37,246.074,28,0,0,0,0.125553,0
1,0,0,0,5,29,235,11,37,246.074,29,1,1,1,0.812221,1
0,0,0,1,5,31,179,26,30,246.074,19,1,0,0,0.164799,0
0,0,0,1,6,5,118,10,37,253.957,28,0,0,0,0.139379,0
0,0,0,1,6,5,179,51,38,253.957,31,0,0,0,0.231055,0
0,0,0,1,6,6,118,10,37,253.957,28,0,0,0,0.13862,0
0,0,0,1,6,8,225,26,28,253.957,24,0,1,2,0.256963,0
0,0,0,1,6,9,260,50,36,253.957,23,0,4,0,0.614966,1
0,0,0,0,6,9,179,51,38,253.957,31,0,0,0,0.120302,0
1,0,0,0,6,12,291,31,40,253.957,25,0,1,1,0.836203,1
0,0,0,1,6,12,179,51,38,253.957,31,0,0,0,0.223264,0
0,0,0,1,6,13,246,25,41,253.957,23,0,0,0,0.275424,0
0,0,0,1,6,19,179,51,38,253.957,31,0,0,0,0.215662,0
0,0,0,1,6,20,235,20,43,253.957,38,0,1,0,0.497051,0
0,0,0,1,6,26,179,51,38,253.957,31,0,0,0,0.20825,0
0,0,0,1,6,28,225,26,28,253.957,24,0,1,2,0.233506,0
0,0,0,1,6,28,118,13,50,253.957,31,0,1,0,0.153247,0
1,0,0,0,6,28,179,51,38,253.957,31,0,0,0,0.649211,1
0,0,1,0,6,28,179,26,30,253.957,19,1,0,0,0.602998,1
0,0,0,1,6,30,246,25,41,253.957,23,0,0,0,0.254443,0
1,0,0,0,6,27,330,16,28,253.957,25,1,0,0,0.90819,1
1,0,0,0,6,27,235,11,37,253.957,29,1,1,1,0.81605,1
0,0,0,1,7,6,179,26,30,230.29,19,1,0,0,0.188884,0
0,0,0,1,7,6,225,26,28,230.29,24,0,1,2,0.258343,0
1,0,0,0,7,7,260,50,36,230.29,23,0,4,0,0.919769,1
1,0,0,0,7,10,268,11,33,230.29,25,1,0,0,0.846117,1
0,0,0,1,7,14,330,16,28,230.29,25,1,0,0,0.599872,1
0,0,0,1,7,14,118,10,37,230.29,28,0,0,0,0.132046,0
0,0,0,1,7,17,260,50,36,230.29,23,0,4,0,0.60158,1
0,0,0,1,7,18,118,10,37,230.29,28,0,0,0,0.129167,0
0,1,0,0,7,24,300,26,43,230.29,25,0,2,1,0.480744,0
0,0,0,1,7,24,235,29,48,230.29,33,0,1,5,0.159102,0
0,0,0,1,7,25,246,25,41,230.29,23,0,0,0,0.259452,0
1,0,0,0,7,25,225,26,28,230.29,24,0,1,2,0.687552,1
0,0,0,1,7,25,179,51,38,230.29,31,0,0,0,0.208394,0
0,0,0,1,7,28,118,13,50,230.29,31,0,1,0,0.152539,0
0,0,0,1,7,28,361,52,28,230.29,27,0,1,4,0.438447,0
0,0,0,1,7,24,289,36,33,230.29,30,0,2,1,0.562092,1
0,0,0,1,7,24,235,20,43,230.29,38,0,1,0,0.489346,0
0,0,0,1,7,25,246,25,41,230.29,23,0,0,0,0.259452,0
0,0,0,1,7,27,291,31,40,230.29,25,0,1,1,0.393152,0
0,0,0,1,7,27,279,5,39,230.29,24,0,2,0,0.516006,1
0,0,0,1,8,3,179,51,38,249.797,31,0,0,0,0.235798,0
0,0,0,1,8,7,179,22,40,249.797,22,1,2,0,0.310968,0
0,0,0,1,8,8,246,25,41,249.797,23,0,0,0,0.284602,0
0,0,0,1,8,8,118,10,37,249.797,28,0,0,0,0.138757,0
0,0,0,1,8,8,289,36,33,249.797,30,0,2,1,0.591553,1
0,0,0,1,8,8,235,20,43,249.797,38,0,1,0,0.519518,1
0,0,0,1,8,10,291,31,40,249.797,25,0,1,1,0.423845,0
0,0,0,1,8,14,179,51,38,249.797,31,0,0,0,0.223463,0
0,0,0,1,8,15,179,22,40,249.797,22,1,2,0,0.300206,0
0,0,0,1,8,17,330,16,28,249.797,25,1,0,0,0.599937,1
0,0,0,1,8,22,235,11,37,249.797,29,1,1,1,0.394504,0
0,0,0,1,8,22,246,25,41,249.797,23,0,0,0,0.26688,0
0,0,0,1,8,22,118,10,37,249.797,28,0,0,0,0.128486,0
0,0,0,1,8,24,291,31,40,249.797,25,0,1,1,0.402329,0
0,0,0,1,8,28,260,50,36,249.797,23,0,4,0,0.589428,1
0,0,0,1,9,5,246,25,41,261.756,23,0,0,0,0.291571,0
0,0,0,1,9,5,246,25,41,261.756,23,0,0,0,0.291571,0
0,0,0,1,9,5,118,10,37,261.756,28,0,0,0,0.142868,0
0,0,0,1,9,5,155,12,34,261.756,25,0,2,0,0.288829,0
0,0,0,1,9,7,291,31,40,261.756,25,0,1,1,0.432165,0
0,0,0,1,9,8,179,26,30,261.756,19,1,0,0,0.192211,0
0,0,0,1,9,8,248,25,47,261.756,32,0,2,1,0.472215,0
0,0,0,1,9,11,179,51,38,261.756,31,0,0,0,0.229415,0
0,0,0,1,9,13,225,26,28,261.756,24,0,1,2,0.256407,0
0,0,0,1,9,18,179,26,30,261.756,19,1,0,0,0.182559,0
0,0,0,1,9,19,369,17,31,261.756,25,0,3,0,0.820251,1
0,0,0,1,9,26,361,52,28,261.756,27,0,1,4,0.450034,0
1,0,0,0,10,5,289,48,49,284.853,36,0,0,2,0.821165,1
1,0,0,0,10,5,235,16,32,284.853,25,1,0,0,0.811237,1
0,0,0,1,10,6,246,25,41,284.853,23,0,0,0,0.294681,0
1,0,0,0,10,11,289,48,49,284.853,36,0,0,2,0.81551,1
0,0,0,1,10,11,291,31,40,284.853,25,0,1,1,0.43118,0
0,0,0,1,10,17,118,10,37,284.853,28,0,0,0,0.136296,0
0,0,0,1,10,19,289,48,49,284.853,36,0,0,2,0.370922,0
0,0,0,1,10,20,291,31,40,284.853,25,0,1,1,0.417244,0
0,0,0,1,10,24,225,26,28,284.853,24,0,1,2,0.24729,0
0,0,0,1,10,24,369,17,31,284.853,25,0,3,0,0.81872,1
0,0,0,1,10,24,369,17,31,284.853,25,0,3,0,0.81872,1
0,0,0,1,10,24,225,26,28,284.853,24,0,1,2,0.24729,0
0,0,0,1,10,24,369,17,31,284.853,25,0,3,0,0.81872,1
0,0,0,1,10,25,179,51,38,284.853,31,0,0,0,0.217716,0
1,0,0,0,10,25,228,14,58,284.853,22,0,2,1,0.707677,1
0,0,0,1,10,25,291,31,40,284.853,25,0,1,1,0.409557,0
1,0,0,0,10,26,369,17,31,284.853,25,0,3,0,0.969492,1
1,0,0,0,10,26,225,26,28,284.853,24,0,1,2,0.698036,1
1,0,0,0,10,27,369,17,31,284.853,25,0,3,0,0.969304,1
1,0,0,0,10,27,225,26,28,284.853,24,0,1,2,0.696698,1
0,0,0,1,10,29,189,29,33,284.853,25,0,2,2,0.226587,0
1,0,0,0,10,29,235,16,32,284.853,25,1,0,0,0.786828,1
1,0,0,0,10,29,248,25,47,284.853,32,0,2,1,0.850778,1
0,0,0,0,10,29,225,26,28,284.853,24,0,1,2,0.129355,0
1,0,0,0,10,31,225,26,28,284.853,24,0,1,2,0.691312,1
0,0,1,0,11,7,179,51,38,268.519,31,0,0,0,0.699118,1
0,0,0,1,11,8,118,10,37,268.519,28,0,0,0,0.142999,0
1,0,0,0,11,8,330,16,28,268.519,25,1,0,0,0.921368,1
0,0,0,1,11,10,179,51,38,268.519,31,0,0,0,0.234121,0
1,0,0,0,11,14,118,10,37,268.519,28,0,0,0,0.533728,1
0,0,0,1,11,15,289,36,33,268.519,30,0,2,1,0.589297,1
1,0,0,0,11,17,235,16,32,268.519,25,1,0,0,0.799108,1
0,0,0,1,11,17,225,26,28,268.519,24,0,1,2,0.255404,0
0,0,0,1,11,21,361,52,28,268.519,27,0,1,4,0.462883,0
0,0,0,1,11,22,291,31,40,268.519,25,0,1,1,0.413859,0
1,0,0,0,11,23,118,10,37,268.519,28,0,0,0,0.519505,1
1,0,0,0,11,23,225,26,28,268.519,24,0,1,2,0.701766,1
0,0,0,1,11,27,179,51,38,268.519,31,0,0,0,0.215351,0
0,0,0,1,11,27,118,10,37,268.519,28,0,0,0,0.128862,0
1,0,0,0,11,28,118,10,37,268.519,28,0,0,0,0.511587,1
0,0,0,1,11,28,225,26,28,268.519,24,0,1,2,0.242368,0
0,0,0,0,11,28,291,31,40,268.519,25,0,1,1,0.240867,0
0,0,0,0,11,29,289,36,33,268.519,30,0,2,1,0.379999,0
1,0,0,0,11,30,248,25,47,268.519,32,0,2,1,0.84981,1
0,0,0,0,11,30,235,20,43,268.519,38,0,1,0,0.312562,0
0,0,0,1,11,24,225,26,28,268.519,24,0,1,2,0.247056,0
0,0,0,1,11,24,369,17,31,268.519,25,0,3,0,0.818533,1
0,0,0,1,11,27,361,52,28,268.519,27,0,1,4,0.45344,0
1,0,0,0,12,5,179,51,38,280.549,31,0,0,0,0.695356,1
0,0,0,1,12,6,291,31,40,280.549,25,0,1,1,0.442359,0
0,0,0,1,12,6,225,26,28,280.549,24,0,1,2,0.271851,0
1,0,0,0,12,8,179,26,30,280.549,19,1,0,0,0.637181,1
0,0,0,1,12,8,225,26,28,280.549,24,0,1,2,0.269348,0
0,0,0,1,12,13,225,26,28,280.549,24,0,1,2,0.263155,0
1,0,0,0,12,14,361,52,28,280.549,27,0,1,4,0.866967,1
0,0,1,0,12,15,179,22,40,280.549,22,1,2,0,0.77083,1
0,0,0,1,12,15,235,20,43,280.549,38,0,1,0,0.520934,1
0,0,1,0,12,18,233,51,31,280.549,21,1,1,8,0.360943,0
1,0,0,0,12,19,179,26,30,280.549,19,1,0,0,0.620909,1
0,0,0,1,12,19,225,26,28,280.549,24,0,1,2,0.255846,0
0,0,0,1,12,21,225,26,28,280.549,24,0,1,2,0.253439,0
0,0,0,1,12,18,225,26,28,280.549,24,0,1,2,0.257055,0
0,0,1,0,12,19,155,12,34,280.549,25,0,2,0,0.741642,1
1,0,0,0,1,1,179,26,30,313.532,19,1,0,0,0.631178,1
1,0,0,0,1,4,179,26,30,313.532,19,1,0,0,0.626739,1
0,0,0,1,1,4,179,22,40,313.532,22,1,2,0,0.310715,0
0,0,0,1,1,5,179,22,40,313.532,22,1,2,0,0.309359,0
1,0,0,0,1,8,179,26,30,313.532,19,1,0,0,0.620788,1
0,0,0,1,1,10,179,22,40,313.532,22,1,2,0,0.302627,0
1,0,0,0,1,11,289,48,49,313.532,36,0,0,2,0.806856,1
0,0,1,0,1,12,179,22,40,313.532,22,1,2,0,0.761654,1
0,0,0,1,1,15,179,26,30,313.532,19,1,0,0,0.180162,0
0,0,1,0,1,16,155,12,34,313.532,25,0,2,0,0.731705,1
0,0,0,1,1,17,179,26,30,313.532,19,1,0,0,0.178297,0
0,0,0,1,1,17,179,51,38,313.532,31,0,0,0,0.216731,0
1,0,0,0,1,17,289,36,33,313.532,30,0,2,1,0.905243,1
0,0,0,1,1,18,179,51,38,313.532,31,0,0,0,0.215657,0
0,0,0,1,1,26,179,51,38,313.532,31,0,0,0,0.207201,0
1,0,0,0,2,6,179,51,38,264.249,31,0,0,0,0.674483,1
0,0,0,1,2,6,225,26,28,264.249,24,0,1,2,0.254329,0
1,0,0,0,2,7,248,25,47,264.249,32,0,2,1,0.858579,1
0,0,0,1,2,7,179,51,38,264.249,31,0,0,0,0.224163,0
0,0,0,1,2,8,225,26,28,264.249,24,0,1,2,0.251931,0
0,0,0,1,2,8,179,51,38,264.249,31,0,0,0,0.223062,0
0,0,0,1,2,8,179,26,30,264.249,19,1,0,0,0.183769,0
0,0,0,1,2,9,225,15,41,264.249,28,1,2,2,0.365893,0
0,0,0,1,2,9,179,51,38,264.249,31,0,0,0,0.221966,0
0,0,1,0,2,12,233,51,31,264.249,21,1,1,8,0.348955,0
0,0,0,1,2,12,179,51,38,264.249,31,0,0,0,0.218698,0
1,0,0,0,2,13,225,26,28,264.249,24,0,1,2,0.699248,1
0,0,0,1,2,14,179,51,38,264.249,31,0,0,0,0.216539,0
0,0,0,1,2,15,179,51,38,264.249,31,0,0,0,0.215466,0
0,0,0,1,2,15,225,26,28,264.249,24,0,1,2,0.24366,0
1,0,0,0,2,15,179,26,30,264.249,19,1,0,0,0.605482,1
0,0,0,1,2,16,179,22,40,264.249,22,1,2,0,0.290489,0
0,0,0,1,2,16,179,51,38,264.249,31,0,0,0,0.214396,0
1,0,0,0,2,21,233,51,31,264.249,21,1,1,8,0.326028,0
0,0,0,1,2,21,179,26,30,264.249,19,1,0,0,0.171727,0
0,0,0,1,2,21,179,51,38,264.249,31,0,0,0,0.209105,0
1,0,0,0,2,22,179,51,38,264.249,31,0,0,0,0.65183,1
0,0,0,1,2,23,179,51,38,264.249,31,0,0,0,0.207016,0
0,0,0,1,2,26,155,12,34,264.249,25,0,2,0,0.251706,0
0,0,0,1,2,26,235,16,32,264.249,25,1,0,0,0.328386,0
0,0,0,1,2,26,179,51,38,264.249,31,0,0,0,0.203911,0
1,0,0,0,2,26,225,26,28,264.249,24,0,1,2,0.681636,1
0,0,0,1,2,27,179,51,38,264.249,31,0,0,0,0.202883,0
0,0,0,1,2,27,248,25,47,264.249,32,0,2,1,0.428732,0
0,0,0,1,2,27,225,26,28,264.249,24,0,1,2,0.229913,0
0,0,0,1,2,28,179,51,38,264.249,31,0,0,0,0.20186,0
0,0,0,1,2,22,179,51,38,264.249,31,0,0,0,0.208058,0
0,0,0,1,2,23,235,16,32,264.249,25,1,0,0,0.332595,0
0,0,0,1,3,5,179,51,38,222.196,31,0,0,0,0.223585,0
0,0,0,1,3,5,248,25,47,222.196,32,0,2,1,0.459203,0
0,0,0,1,3,6,228,14,58,222.196,22,0,2,1,0.258873,0
0,0,0,1,3,6,248,25,47,222.196,32,0,2,1,0.457629,0
1,0,0,0,3,6,228,14,58,222.196,22,0,2,1,0.713394,1
0,0,0,1,3,7,179,51,38,222.196,31,0,0,0,0.221392,0
0,0,0,1,3,8,225,26,28,222.196,24,0,1,2,0.248927,0
0,0,0,1,3,8,179,51,38,222.196,31,0,0,0,0.220301,0
0,0,0,1,3,8,225,26,28,222.196,24,0,1,2,0.248927,0
0,0,0,1,3,9,179,26,30,222.196,19,1,0,0,0.180441,0
0,0,0,1,3,12,235,16,32,222.196,25,1,0,0,0.344628,0
0,0,1,0,3,12,361,52,28,222.196,27,0,1,4,0.861306,1
1,0,0,0,3,13,179,51,38,222.196,31,0,0,0,0.661088,1
0,0,0,1,3,14,179,51,38,222.196,31,0,0,0,0.213836,0
0,0,0,1,3,15,179,51,38,222.196,31,0,0,0,0.212772,0
0,0,0,1,3,16,179,26,30,222.196,19,1,0,0,0.173971,0
1,0,0,0,3,19,179,51,38,222.196,31,0,0,0,0.652513,1
1,0,0,0,3,19,248,25,47,222.196,32,0,2,1,0.847024,1
0,0,0,1,3,19,179,51,38,222.196,31,0,0,0,0.208555,0
1,0,0,0,3,19,225,26,28,222.196,24,0,1,2,0.687762,1
0,0,0,1,3,20,179,51,38,222.196,31,0,0,0,0.207511,0
0,0,0,1,3,21,289,36,33,222.196,30,0,2,1,0.557646,1
0,0,0,1,3,21,228,14,58,222.196,22,0,2,1,0.241049,0
0,0,0,1,3,21,179,51,38,222.196,31,0,0,0,0.20647,0
0,0,0,1,3,22,248,25,47,222.196,32,0,2,1,0.43258,0
0,0,0,1,3,22,179,51,38,222.196,31,0,0,0,0.205433,0
0,0,0,1,3,23,179,26,30,222.196,19,1,0,0,0.167685,0
0,0,0,1,3,23,179,51,38,222.196,31,0,0,0,0.2044,0
0,0,0,1,3,27,179,51,38,222.196,31,0,0,0,0.200307,0
0,0,0,1,3,28,118,15,46,222.196,25,0,2,0,0.154727,0
1,0,0,0,3,28,155,12,34,222.196,25,0,2,0,0.699631,1
0,0,0,1,3,28,179,51,38,222.196,31,0,0,0,0.199294,0
0,0,0,1,3,29,179,51,38,222.196,31,0,0,0,0.198284,0
1,0,0,0,3,26,179,26,30,222.196,19,1,0,0,0.584825,1
0,0,1,0,3,26,289,36,33,222.196,30,0,2,1,0.901071,1
0,0,0,1,3,28,369,17,31,222.196,25,0,3,0,0.80054,1
1,0,0,0,4,2,225,26,28,246.288,24,0,1,2,0.714915,1
1,0,0,0,4,2,118,10,37,246.288,28,0,0,0,0.535369,1
0,0,1,0,4,3,361,52,28,246.288,27,0,1,4,0.870474,1
0,0,1,0,4,4,248,25,47,246.288,32,0,2,1,0.866918,1
1,0,0,0,4,5,189,29,33,246.288,25,0,2,2,0.693704,1
0,0,0,1,4,6,179,26,30,246.288,19,1,0,0,0.186574,0
1,0,0,0,4,9,369,17,31,246.288,25,0,3,0,0.970568,1
0,1,0,0,4,10,179,22,40,246.288,22,1,2,0,0.291416,0
0,0,0,1,4,10,118,13,50,246.288,31,0,1,0,0.165778,0
0,0,0,1,4,10,361,52,28,246.288,27,0,1,4,0.462946,0
1,0,0,0,4,11,118,10,37,246.288,28,0,0,0,0.52115,1
0,0,0,1,4,13,235,11,37,246.288,29,1,1,1,0.399921,0
0,0,0,1,4,13,179,26,30,246.288,19,1,0,0,0.179932,0
0,0,1,0,4,16,225,26,28,246.288,24,0,1,2,0.706018,1
0,1,0,0,4,17,235,16,32,246.288,25,1,0,0,0.333593,0
0,0,0,1,4,20,179,26,30,246.288,19,1,0,0,0.173477,0
0,0,0,1,4,24,155,12,34,246.288,25,0,2,0,0.255225,0
0,0,1,0,4,26,225,26,28,246.288,24,0,1,2,0.692689,1
1,0,0,0,4,26,118,13,50,246.288,31,0,1,0,0.561308,1
0,0,0,1,4,27,179,26,30,246.288,19,1,0,0,0.167205,0
0,0,0,1,5,7,235,11,37,237.656,29,1,1,1,0.409847,0
0,0,1,0,5,9,225,15,41,237.656,28,1,2,2,0.812823,1
0,0,0,1,5,9,235,16,32,237.656,25,1,0,0,0.354655,0
1,0,0,0,5,9,118,10,37,237.656,28,0,0,0,0.525101,1
0,0,0,1,5,9,235,20,43,237.656,38,0,1,0,0.510122,1
1,0,0,0,5,10,179,26,30,237.656,19,1,0,0,0.615178,1
0,0,0,1,5,10,291,31,40,237.656,25,0,1,1,0.416225,0
1,0,0,0,5,10,225,15,41,237.656,28,1,2,2,0.804807,1
0,0,1,0,5,11,300,26,43,237.656,25,0,2,1,0.885147,1
0,0,0,1,5,11,225,15,41,237.656,28,1,2,2,0.365056,0
0,0,0,1,5,11,179,26,30,237.656,19,1,0,0,0.182281,0
0,0,0,1,5,14,118,13,50,237.656,31,0,1,0,0.16273,0
1,0,0,0,5,15,118,13,50,237.656,31,0,1,0,0.57917,1
0,0,0,1,5,15,118,10,37,237.656,28,0,0,0,0.12996,0
0,0,0,0,5,15,118,13,50,237.656,31,0,1,0,0.0826978,0
0,0,0,1,5,16,179,26,30,237.656,19,1,0,0,0.177604,0
0,0,0,0,5,16,378,49,36,237.656,21,0,2,4,0.289273,0
0,1,0,0,5,18,179,22,40,237.656,22,1,2,0,0.281693,0
1,0,0,0,5,21,155,12,34,237.656,25,0,2,0,0.714022,1
1,0,0,0,5,21,235,16,32,237.656,25,1,0,0,0.783984,1
0,0,0,1,5,23,291,31,40,237.656,25,0,1,1,0.396347,0
1,0,0,0,5,23,179,22,40,237.656,22,1,2,0,0.737969,1
1,0,0,0,5,23,225,26,28,237.656,24,0,1,2,0.687701,1
1,0,0,0,5,24,330,16,28,237.656,25,1,0,0,0.908321,1
0,0,0,1,5,24,235,16,32,237.656,25,1,0,0,0.333201,0
0,0,0,1,5,31,291,31,40,237.656,25,0,1,1,0.384278,0
